Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy,LR
1,1.2044098968505859,50.39375,0.8267907220870256,75.625,0.0001
2,0.7006444926261902,72.26875,0.5099955163896084,81.1,0.0001
3,0.5308595006465912,78.025,0.4247082658112049,82.9125,0.0001
4,0.4429818108081818,82.128125,0.3356729494407773,87.0875,0.0001
5,0.35576052713394163,86.553125,0.2542306100949645,90.2875,0.0001
6,0.2832860950231552,89.590625,0.2027473310008645,93.1625,0.0001
7,0.24051382100582122,91.61875,0.17493184562772512,93.8,0.0001
8,0.21460722351074218,92.40625,0.15608717780560255,94.6375,0.0001
9,0.19222624945640565,93.175,0.1419867540244013,95.225,0.0001
10,0.1772961694598198,93.728125,0.13310809060931206,95.2125,0.0001
11,0.16447020983695984,94.259375,0.1232694445643574,95.5,0.0001
12,0.15398041170835494,94.56875,0.11951887211762369,95.6125,0.0001
13,0.14664113807678222,94.684375,0.1143805761821568,95.8125,0.0001
14,0.1392011913061142,95.10625,0.11024759523570538,95.9625,0.0001
15,0.1321773905158043,95.375,0.10669268434867263,96.1875,0.0001
16,0.13111814975738526,95.403125,0.10301131941378117,96.225,0.0001
17,0.12443921601772308,95.578125,0.10100973094813526,96.3625,0.0001
18,0.12054357641935348,95.621875,0.10013615735806525,96.275,0.0001
19,0.11749069377779961,95.8125,0.09780881775077432,96.3375,0.0001
20,0.11573978835344315,95.875,0.09985887515358627,96.2,0.0001
21,0.11172433364391327,96.0125,0.09340276301372796,96.6375,0.0001
22,0.10968301731348037,96.109375,0.09254546742886305,96.6125,0.0001
23,0.1083734048306942,96.121875,0.08998879184946418,96.6875,0.0001
24,0.10655714154243469,96.184375,0.08882739883847535,96.6125,0.0001
25,0.1066257441341877,96.15,0.0887461737729609,96.675,0.0001
26,0.10253525164723397,96.36875,0.08844988991040736,96.7125,0.0001
27,0.1008453558087349,96.45625,0.08739842555951327,96.7125,0.0001
28,0.09875809678435325,96.428125,0.0871303005842492,96.6375,0.0001
29,0.09687044069170953,96.46875,0.08397835388313979,96.8875,0.0001
30,0.09622674027085304,96.609375,0.08269284968264401,96.85,0.0001
31,0.093737987190485,96.6125,0.0810078342910856,96.9125,0.0001
32,0.09346276357769966,96.590625,0.08265996223781258,96.8375,0.0001
33,0.09111007302999496,96.675,0.07873955531977117,96.95,0.0001
