Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy,LR
1,0.9612694292068481,60.61875,0.5175541797652841,77.475,0.0001
2,0.4871380608081818,78.85625,0.3616656344383955,84.4875,0.0001
3,0.3684269533157349,84.928125,0.30486343055963516,87.175,0.0001
4,0.2974886734485626,88.240625,0.2573747872374952,89.3625,0.0001
5,0.24656560945510864,90.44375,0.20685863634571433,91.9,0.0001
6,0.21798919892311097,91.721875,0.2036439524963498,91.95,0.0001
7,0.20033610737323762,92.571875,0.16756630456075072,93.4625,0.0001
8,0.1837947918176651,93.0875,0.1468971660360694,94.275,0.0001
9,0.17566500049829484,93.26875,0.15090489713475108,94.2375,0.0001
10,0.1673864071369171,93.75,0.1304918173700571,94.875,0.0001
11,0.16474254339933395,93.828125,0.13026834093034267,94.8375,0.0001
12,0.1571862941980362,93.93125,0.13251541345380247,95.175,0.0001
13,0.14587515467405318,94.46875,0.12152429623529315,95.5375,0.0001
14,0.14643082624673842,94.5625,0.11558101326227188,95.7,0.0001
15,0.14454235136508942,94.521875,0.12085397425107658,95.65,0.0001
16,0.13602472507953645,94.884375,0.1291827408131212,95.375,0.0001
17,0.1359555697441101,94.784375,0.11511193157639354,95.7875,0.0001
18,0.1355807431936264,94.83125,0.10972354002296925,96.0,0.0001
19,0.13184405827522278,94.94375,0.11312430526595563,95.8875,0.0001
20,0.1309642508625984,94.984375,0.10880266549065709,96.0875,0.0001
21,0.12623027735948564,95.15625,0.10524471092503518,96.325,0.0001
22,0.12517373126745224,95.240625,0.10129545419476926,96.35,0.0001
23,0.12389512193202973,95.30625,0.10971776570659131,95.9125,0.0001
24,0.123404676258564,95.3,0.09916771610733122,96.4125,0.0001
25,0.11981252181529999,95.475,0.11282096861395985,95.9125,0.0001
26,0.12146800422668456,95.421875,0.10482976981438696,96.1375,0.0001
27,0.1197959736585617,95.53125,0.10215399577282369,96.2875,0.0001
28,0.11911066025495529,95.48125,0.0998348385328427,96.4375,0.0001
29,0.11986721616983413,95.403125,0.09965682565234601,96.3875,0.0001
30,0.11724738073348999,95.446875,0.10127443366218358,96.15,0.0001
31,0.11521475458145142,95.59375,0.09228209755383432,96.5625,0.0001
32,0.11212065106630326,95.8,0.10302629380021244,96.1875,0.0001
33,0.11166492548584939,95.74375,0.09544224839191884,96.4875,0.0001
34,0.1132012888789177,95.746875,0.09006995602976531,96.6375,0.0001
35,0.11192804557085037,95.81875,0.09052412852179259,96.65,0.0001
36,0.10835267132520676,95.915625,0.09424035949632525,96.5625,0.0001
37,0.11163512679934502,95.903125,0.09570597717538476,96.5,0.0001
38,0.10636884415149689,96.0375,0.09286196774337441,96.4,0.0001
39,0.10747183465957641,95.990625,0.08481078885961324,96.8,0.0001
40,0.1053348624408245,95.996875,0.0852062227204442,96.875,0.0001
41,0.10512329453229904,96.021875,0.0831107870908454,96.9,0.0001
42,0.10335682466626167,96.08125,0.08765932894311845,96.7,0.0001
43,0.10615039590001106,95.990625,0.0837591333547607,96.8,0.0001
44,0.10461588594317436,95.990625,0.08634364267345518,96.6125,0.0001
45,0.10472149592638015,96.015625,0.08801853784825653,96.7,0.0001
46,0.10361013260483742,96.071875,0.08219006471335888,97.0125,0.0001
47,0.09991422989964485,96.1875,0.0819627585588023,96.8625,0.0001
48,0.10128753742575645,96.171875,0.09106788749340922,96.675,0.0001
49,0.10162951934337616,96.11875,0.07756027311552316,97.05,0.0001
50,0.10119250345230102,96.1125,0.07760048133786768,96.9375,0.0001
51,0.1020848286151886,96.021875,0.08246079029049724,96.8625,0.0001
52,0.09909496766328811,96.271875,0.0763722900301218,97.05,0.0001
53,0.09990067976713181,96.165625,0.08359985216520727,96.8,0.0001
54,0.09865285968780517,96.340625,0.07490326627157629,97.05,0.0001
55,0.09792733100056648,96.284375,0.07347588718403131,97.125,0.0001
56,0.09772363460063935,96.28125,0.08291238627862185,96.8125,0.0001
57,0.09439633080363273,96.43125,0.07636238273698837,96.975,0.0001
58,0.09291876411437988,96.4625,0.08667640731437132,96.5375,0.0001
59,0.09433623552322387,96.390625,0.07427226071013138,97.0,0.0001
60,0.09538631358742714,96.203125,0.07370326877571642,97.1375,0.0001
61,0.09238733512163162,96.48125,0.07241015776526183,97.1375,0.0001
62,0.0927871563732624,96.40625,0.0776460540946573,96.9875,0.0001
63,0.09397615706920624,96.4125,0.07229474408086389,97.2875,0.0001
64,0.09244144079089164,96.45625,0.0723621262004599,97.225,0.0001
65,0.09180497062206268,96.5,0.0752215477405116,96.9875,0.0001
66,0.09226831814646722,96.453125,0.06993551459163427,97.175,0.0001
67,0.08873787313699723,96.54375,0.06804152787663043,97.2875,0.0001
68,0.08974581018090248,96.515625,0.06734553031856194,97.3375,0.0001
69,0.08969383949041367,96.5,0.065430837450549,97.3625,0.0001
70,0.08925148260593414,96.534375,0.06997936038533226,97.2,0.0001
71,0.0882076258957386,96.53125,0.06670138280605897,97.35,0.0001
72,0.08833065083622932,96.484375,0.06380514928605407,97.45,0.0001
73,0.08457192295789719,96.796875,0.06680317706195638,97.275,0.0001
74,0.08724762478470802,96.596875,0.06519216054584831,97.4375,0.0001
75,0.08464986617863178,96.740625,0.06573578022653237,97.4375,0.0001
76,0.0848426128923893,96.765625,0.07073804910760373,97.1625,0.0001
77,0.08970442134141922,96.540625,0.06494583154562861,97.5375,0.0001
78,0.08695935887098312,96.61875,0.06271023850422353,97.4875,0.0001
79,0.08401503291726112,96.7375,0.06259544135536999,97.7,0.0001
80,0.0849149681031704,96.71875,0.0666980465175584,97.275,0.0001
81,0.08485707432031632,96.575,0.06049232755322009,97.475,0.0001
82,0.08310374087095261,96.8125,0.06474659475497901,97.4,0.0001
83,0.08248821571469307,96.803125,0.06212958402466029,97.425,0.0001
84,0.08268019111454487,96.9,0.06451926479348913,97.35,0.0001
85,0.0800451725423336,96.94375,0.06390385405393317,97.3375,0.0001
86,0.08065282012522221,96.865625,0.058002780308015645,97.725,0.0001
87,0.07990365332365036,96.878125,0.05839670175919309,97.6375,0.0001
88,0.08099638622999192,96.825,0.056472085299901664,97.7125,0.0001
89,0.07998939257860184,96.959375,0.05536365625448525,97.9,0.0001
90,0.08048560422658921,96.934375,0.05691118398681283,97.775,0.0001
91,0.078317043825984,97.0375,0.05539008119376376,97.7625,0.0001
92,0.07976612269878387,96.81875,0.060148892109282315,97.5125,0.0001
93,0.07737473513185977,97.01875,0.05463778169360012,97.7625,0.0001
94,0.0799752169251442,96.959375,0.053322691295761615,97.9125,0.0001
95,0.07825284799933434,96.91875,0.05503740860149264,97.8625,0.0001
